weight,height,sex,exercise,fruit_per_day,vege_per_day
150,64,Male,Yes,1,1
155,65,Female,Yes,1,1
240,69,Male,Yes,1,0
220,67,Female,Yes,2,1
270,73,Male,No,1,0
215,74,Male,No,0,0
210,67,Male,Yes,0,0
150,71,Male,No,0,0
175,68,Male,Yes,0,0
220,70,Male,No,0,0
160,67,Male,Yes,6,1
137,62,Female,Yes,5,1
185,70,Male,No,1,1
125,64,Female,Yes,3,1
168,73,Male,No,1,0
221,72,Male,Yes,2,1
140,70,Female,No,3,4
210,71,Male,Yes,2,2
155,65,Female,No,2,0
135,64,Female,Yes,1,3
150,58,Female,Yes,1,1
150,64,Female,Yes,1,1
155,67,Male,Yes,2,1
148,67,Female,Yes,2,1
123,69,Male,Yes,2,0
165,70,Male,Yes,1,1
210,72,Male,No,2,1
225,72,Male,No,1,0
190,72,Male,Yes,0,0
199,71,Male,Yes,3,5
145,67,Male,Yes,3,0
260,70,Male,Yes,0,0
115,65,Female,Yes,1,1
148,64,Female,Yes,2,1
185,75,Male,Yes,4,2
182,71,Male,Yes,1,0
160,68,Female,Yes,1,1
145,67,Female,Yes,3,1
172,71,Male,Yes,1,1
172,66,Male,Yes,1,0
215,76,Male,Yes,3,1
145,63,Female,Yes,2,1
160,69,Male,Yes,1,1
220,65,Female,Yes,1,1
110,62,Female,Yes,2,2
125,71,Male,Yes,0,0
190,64,Female,Yes,1,0
205,66,Female,Yes,2,3
215,70,Male,No,1,1
114,64,Female,No,1,1
145,72,Female,Yes,0,0
165,66,Male,No,1,1
190,64,Female,Yes,2,1
120,66,Male,Yes,1,1
154,67,Female,Yes,1,1
234,69,Female,Yes,0,1
210,65,Female,Yes,1,1
103,63,Female,Yes,3,1
265,73,Female,No,1,1
195,71,Female,Yes,2,2
172,62,Female,Yes,1,1
230,61,Female,Yes,1,1
165,63,Male,No,2,0
132,64,Female,Yes,2,2
152,64,Male,Yes,3,2
150,64,Female,Yes,4,2
155,65,Female,No,1,0
120,64,Female,Yes,1,1
108,64,Female,Yes,5,0
180,72,Male,No,1,1
200,67,Female,Yes,2,1
174,67,Male,Yes,3,1
230,65,Female,Yes,2,1
152,65,Female,No,1,1
175,62,Female,No,1,1
187,66,Female,Yes,1,2
170,66,Female,Yes,3,2
205,71,Male,Yes,2,2
150,73,Male,No,5,3
160,67,Female,Yes,1,1
130,62,Female,Yes,2,1
115,60,Female,No,3,2
147,62,Female,Yes,1,1
110,65,Female,Yes,1,3
235,71,Male,No,1,1
162,65,Female,Yes,1,0
365,68,Male,No,2,1
125,59,Female,Yes,4,2
185,71,Male,Yes,2,2
190,71,Male,No,0,0
175,72,Male,Yes,1,1
165,63,Female,Yes,3,2
160,72,Male,Yes,2,1
230,71,Male,Yes,1,2
163,63,Male,No,3,0
110,60,Female,Yes,1,1
125,62,Female,Yes,2,1
96,61,Female,Yes,2,1
150,64,Male,No,2,1
228,62,Female,No,1,0
250,62,Female,No,2,1
125,63,Female,No,0,0
116,64,Male,No,0,0
120,66,Female,Yes,1,1
201,72,Male,No,1,1
150,62,Female,Yes,7,1
150,66,Female,Yes,3,1
130,64,Female,Yes,2,1
170,68,Female,Yes,1,1
174,72,Male,Yes,1,0
195,72,Male,No,0,0
190,71,Male,Yes,1,1
140,63,Female,Yes,1,1
190,71,Male,Yes,1,1
145,64,Female,Yes,3,2
192,65,Male,Yes,2,2
125,64,Female,Yes,1,1
310,72,Male,No,2,0
157,69,Female,Yes,2,1
270,72,Male,No,1,0
115,63,Female,Yes,3,1
165,70,Male,Yes,0,0
190,70,Male,Yes,1,0
141,61,Female,Yes,2,0
160,67,Male,Yes,1,1
174,72,Male,Yes,1,1
140,62,Female,Yes,1,0
150,62,Female,No,2,2
180,71,Male,Yes,2,1
193,75,Male,Yes,1,1
180,63,Female,No,1,1
220,75,Male,Yes,2,1
160,68,Male,Yes,1,1
145,66,Male,No,3,0
180,77,Male,Yes,3,1
189,63,Female,Yes,3,3
175,69,Male,No,0,0
206,72,Male,No,2,1
210,69,Male,Yes,0,0
175,69,Male,No,2,1
200,65,Female,Yes,1,2
160,64,Female,Yes,1,0
165,65,Female,Yes,0,0
165,67,Male,No,1,0
180,69,Male,Yes,1,1
160,64,Female,Yes,2,2
140,68,Female,No,1,1
185,68,Male,Yes,4,1
135,62,Female,Yes,3,1
130,62,Female,Yes,1,1
225,70,Male,Yes,1,0
232,70,Male,Yes,3,2
215,73,Male,Yes,1,0
110,67,Female,No,1,0
225,70,Male,Yes,2,2
130,64,Female,No,2,1
200,65,Female,Yes,2,2
160,66,Male,Yes,1,1
210,72,Male,Yes,3,1
205,72,Male,Yes,3,1
175,67,Male,Yes,1,1
175,67,Male,Yes,1,1
130,63,Female,Yes,2,1
180,66,Female,Yes,1,1
150,67,Male,Yes,4,1
270,69,Male,Yes,1,1
150,67,Female,Yes,3,1
250,74,Male,Yes,1,0
162,66,Female,No,2,1
132,75,Male,Yes,1,1
110,64,Female,Yes,2,2
150,61,Female,Yes,2,1
190,65,Female,No,3,4
198,63,Female,Yes,1,2
175,71,Male,Yes,1,1
165,65,Male,Yes,1,0
140,64,Female,Yes,2,2
135,65,Female,Yes,1,1
215,76,Male,Yes,1,1
200,67,Female,No,1,1
270,69,Male,Yes,1,2
185,62,Female,No,1,1
166,62,Female,No,5,2
110,65,Male,No,1,3
190,60,Female,No,2,1
219,64,Female,Yes,2,2
140,62,Female,No,2,1
130,62,Female,Yes,2,1
169,62,Female,No,1,1
162,61,Female,Yes,1,1
155,67,Female,No,0,0
140,68,Female,Yes,1,1
220,75,Male,Yes,2,2
120,64,Female,Yes,1,1
220,68,Male,Yes,1,1
132,60,Female,Yes,1,1
180,65,Female,No,1,0
100,59,Female,Yes,1,1
106,62,Female,Yes,1,1
200,72,Male,Yes,1,2
180,67,Male,Yes,2,1
210,73,Male,Yes,3,3
241,71,Male,Yes,1,1
140,65,Female,Yes,2,1
116,61,Female,Yes,2,1
208,69,Male,Yes,2,1
130,65,Female,Yes,3,1
170,64,Female,No,1,1
260,74,Male,Yes,0,0
193,75,Male,Yes,2,2
134,61,Female,Yes,1,1
260,66,Female,No,1,0
175,70,Female,Yes,2,2
155,67,Male,No,1,1
128,66,Female,Yes,1,1
120,63,Female,Yes,1,1
139,66,Female,No,3,2
178,62,Female,Yes,3,0
190,62,Female,Yes,2,1
132,64,Female,Yes,2,3
152,67,Female,Yes,3,1
200,69,Male,No,0,0
180,70,Male,Yes,1,1
101,57,Female,Yes,6,2
135,67,Female,Yes,3,1
280,74,Male,No,0,0
230,71,Male,Yes,2,1
175,68,Male,Yes,5,1
133,64,Female,Yes,1,2
153,65,Female,No,3,1
132,65,Female,Yes,2,1
255,72,Male,Yes,1,0
200,62,Female,No,1,0
135,66,Female,Yes,2,1
300,65,Female,Yes,2,1
364,70,Male,Yes,1,0
148,63,Female,No,1,1
160,70,Male,Yes,1,1
148,64,Female,Yes,3,2
190,71,Male,No,1,1
155,66,Male,Yes,1,1
120,64,Female,Yes,3,2
132,64,Female,No,2,1
105,64,Female,Yes,4,1
160,64,Female,Yes,1,1
184,71,Male,Yes,1,1
175,67,Female,Yes,3,1
190,69,Male,Yes,0,2
160,64,Female,Yes,2,1
234,69,Male,Yes,2,1
211,68,Male,No,1,0
198,66,Male,Yes,1,1
202,62,Female,Yes,0,0
135,67,Male,Yes,1,0
240,68,Female,Yes,3,2
130,64,Female,Yes,1,1
215,73,Male,Yes,1,1
220,67,Male,No,1,1
185,71,Male,No,1,1
169,68,Female,Yes,2,1
212,74,Male,Yes,1,0
180,68,Male,Yes,2,0
115,61,Female,Yes,1,0
118,62,Female,Yes,1,1
160,70,Male,Yes,2,1
135,68,Male,Yes,3,1
145,67,Female,Yes,3,1
112,62,Female,Yes,2,2
87,65,Female,No,0,1
165,63,Female,Yes,2,1
175,67,Female,Yes,3,1
120,63,Female,Yes,1,1
112,59,Female,No,1,0
195,71,Male,Yes,1,0
170,70,Male,Yes,2,1
140,68,Male,Yes,2,2
190,65,Female,Yes,1,1
135,64,Female,Yes,1,2
135,68,Female,Yes,2,2
139,62,Female,No,1,0
200,72,Male,Yes,1,1
160,68,Male,Yes,2,2
156,63,Female,Yes,3,2
140,66,Female,Yes,2,0
210,74,Male,Yes,2,1
250,64,Female,Yes,3,1
158,66,Female,Yes,1,1
200,63,Female,No,1,0
145,68,Female,Yes,2,2
108,63,Female,Yes,1,2
175,60,Female,No,1,0
145,66,Male,Yes,1,1
250,71,Male,No,1,2
160,69,Male,Yes,3,3
140,67,Female,Yes,0,1
165,67,Male,No,0,0
136,67,Male,Yes,1,0
195,68,Female,Yes,1,1
173,64,Female,Yes,2,1
112,61,Female,Yes,1,2
175,64,Female,Yes,1,0
265,72,Male,No,1,0
190,74,Male,Yes,2,1
275,74,Male,Yes,2,1
200,71,Male,Yes,2,0
228,74,Male,Yes,2,1
120,62,Female,Yes,2,1
175,60,Female,No,1,0
215,71,Male,Yes,1,0
190,62,Female,Yes,3,2
125,64,Female,Yes,5,1
135,66,Female,Yes,3,1
154,70,Male,No,0,0
120,63,Male,Yes,2,2
125,64,Female,Yes,3,2
182,73,Male,Yes,2,1
165,66,Male,Yes,1,1
167,69,Male,Yes,5,2
139,64,Male,Yes,2,1
200,64,Female,Yes,1,1
230,63,Male,No,0,0
191,71,Male,Yes,1,1
165,67,Female,Yes,1,1
147,63,Female,Yes,2,3
315,72,Male,Yes,0,0
160,66,Male,Yes,1,1
210,68,Female,Yes,2,2
260,68,Male,No,1,0
170,66,Female,Yes,2,1
244,72,Male,Yes,0,0
210,76,Male,Yes,1,1
224,69,Male,No,1,2
112,58,Female,Yes,2,1
260,74,Male,Yes,1,1
250,66,Female,No,1,1
198,75,Male,No,0,0
125,64,Female,Yes,1,2
200,72,Male,Yes,1,1
160,63,Female,Yes,2,1
140,64,Male,Yes,1,1
149,64,Male,Yes,1,1
225,71,Male,Yes,2,1
220,66,Female,Yes,2,1
168,66,Male,Yes,1,1
198,68,Female,Yes,1,1
140,67,Female,Yes,3,2
180,66,Female,Yes,1,2
110,60,Female,Yes,1,1
125,64,Female,Yes,4,2
195,65,Female,Yes,0,0
180,65,Female,No,2,1
132,65,Female,Yes,2,2
192,71,Male,Yes,6,2
140,67,Male,No,0,0
207,71,Male,No,0,1
160,74,Male,Yes,0,0
140,69,Male,Yes,2,1
170,69,Female,No,0,2
130,67,Female,Yes,1,1
145,64,Female,No,0,0
160,67,Female,Yes,3,1
150,62,Female,Yes,2,1
145,66,Male,Yes,2,1
215,75,Male,No,2,1
185,69,Female,Yes,1,1
196,70,Male,No,1,1
165,68,Male,No,0,0
200,66,Female,Yes,3,2
150,67,Female,Yes,2,1
170,64,Male,Yes,1,1
225,73,Male,No,2,0
138,64,Female,Yes,4,2
180,64,Male,Yes,3,1
180,70,Male,Yes,1,1
204,64,Female,Yes,3,0
130,66,Female,Yes,1,1
170,63,Female,Yes,2,1
182,68,Male,No,0,1
225,72,Male,Yes,3,1
182,70,Male,Yes,1,1
250,66,Female,Yes,2,3
160,73,Male,Yes,1,1
135,62,Female,No,3,2
220,64,Male,No,1,1
125,64,Female,No,2,1
130,64,Female,Yes,1,1
170,68,Male,Yes,3,1
146,67,Female,Yes,1,1
170,68,Female,Yes,1,1
238,79,Male,Yes,1,1
240,66,Female,Yes,2,1
190,66,Female,Yes,1,2
175,64,Female,Yes,3,2
135,62,Female,No,1,1
108,61,Female,Yes,3,2
112,65,Female,Yes,3,1
140,67,Female,Yes,2,1
101,59,Female,No,2,1
242,70,Male,Yes,1,1
145,64,Female,Yes,1,3
128,68,Female,No,2,0
210,66,Male,Yes,3,0
180,64,Male,Yes,1,1
230,67,Female,No,1,1
163,66,Female,Yes,2,2
303,62,Male,No,1,2
210,74,Male,Yes,1,0
200,69,Female,Yes,1,1
210,74,Male,Yes,5,0
135,64,Female,No,0,0
176,64,Male,Yes,2,1
170,62,Female,Yes,2,1
180,62,Female,Yes,1,1
260,66,Female,Yes,2,0
215,67,Male,Yes,3,1
170,65,Female,No,1,1
145,68,Male,Yes,1,1
147,67,Male,Yes,2,1
180,62,Female,Yes,3,2
190,64,Male,Yes,1,1
135,62,Female,Yes,1,0
140,66,Male,Yes,1,1
250,72,Male,Yes,0,0
230,72,Male,Yes,3,1
180,67,Male,Yes,1,0
145,64,Female,Yes,2,1
212,64,Male,Yes,1,1
130,67,Female,Yes,3,1
180,68,Male,Yes,1,1
266,67,Female,No,1,0
170,69,Female,Yes,1,1
178,65,Male,No,2,0
121,61,Female,Yes,2,1
235,80,Male,Yes,1,1
190,67,Female,No,2,0
235,64,Female,Yes,1,1
172,73,Male,No,0,0
115,61,Female,Yes,2,3
220,68,Male,Yes,1,1
260,71,Male,No,1,1
120,63,Female,Yes,0,2
140,61,Female,Yes,0,0
230,72,Male,Yes,3,1
139,66,Female,Yes,1,1
200,66,Female,No,1,0
178,70,Male,Yes,1,1
176,62,Female,No,1,1
98,62,Female,Yes,2,1
220,69,Male,Yes,0,0
175,64,Female,Yes,1,1
210,66,Female,No,0,0
142,64,Female,Yes,3,1
165,67,Female,Yes,2,1
243,74,Male,No,1,0
180,71,Male,No,0,0
145,67,Female,Yes,1,1
122,64,Female,Yes,1,1
215,71,Male,Yes,2,1
225,67,Female,Yes,2,2
175,73,Male,Yes,2,1
128,66,Male,Yes,1,1
172,68,Male,Yes,2,0
174,62,Female,No,1,1
210,76,Male,Yes,1,1
172,64,Female,No,1,2
180,74,Male,Yes,1,1
253,74,Male,Yes,1,1
135,60,Female,Yes,2,2
138,60,Female,Yes,1,1
140,60,Female,Yes,3,1
200,77,Male,Yes,2,2
184,68,Male,Yes,3,1
250,66,Female,Yes,1,2
155,66,Female,Yes,2,1
300,70,Male,Yes,1,2
200,72,Male,Yes,1,1
155,66,Female,No,1,0
195,70,Male,Yes,3,1
220,74,Male,Yes,2,2
120,65,Female,Yes,2,1
192,71,Male,No,1,1
200,73,Male,Yes,2,2
167,65,Female,Yes,5,1
140,65,Female,Yes,1,0
143,71,Female,Yes,1,1
150,67,Male,Yes,1,2
162,66,Male,Yes,1,1
217,72,Male,Yes,1,1
220,67,Female,Yes,3,4
169,65,Female,No,2,2
200,64,Female,No,1,0
165,63,Female,No,1,1
123,69,Male,No,0,0
177,71,Male,Yes,0,0
180,69,Male,Yes,2,1
200,68,Male,Yes,1,1
220,69,Female,Yes,2,1
155,66,Female,Yes,2,1
180,60,Female,No,2,1
180,71,Male,Yes,3,1
127,64,Female,Yes,0,2
200,72,Male,Yes,1,1
175,65,Female,Yes,5,1
240,64,Female,Yes,1,1
117,60,Female,Yes,4,4
200,70,Male,Yes,3,1
192,66,Female,Yes,1,1
180,75,Male,Yes,1,0
300,66,Female,No,2,1
155,65,Male,Yes,1,1
210,72,Male,Yes,3,1
122,63,Female,Yes,1,1
240,71,Male,Yes,1,2
180,72,Male,Yes,1,1
160,67,Male,Yes,1,1
150,78,Male,Yes,2,3
180,72,Male,Yes,1,2
176,65,Female,Yes,2,2
260,73,Male,Yes,2,0
180,69,Male,Yes,1,0
170,65,Female,Yes,3,1
295,68,Male,No,1,1
115,61,Female,Yes,1,1
100,60,Female,Yes,3,1
110,64,Female,No,1,1
172,70,Male,Yes,3,1
190,65,Male,Yes,1,0
200,75,Male,Yes,0,0
225,74,Male,Yes,2,2
120,63,Female,Yes,3,1
180,73,Male,No,1,1
125,65,Female,Yes,2,1
170,66,Female,Yes,1,3
198,67,Male,Yes,3,1
120,69,Male,Yes,4,4
120,62,Female,Yes,4,4
180,71,Male,Yes,2,1
130,61,Male,Yes,2,1
170,68,Male,Yes,1,1
130,61,Female,No,0,0
135,65,Female,Yes,4,3
90,61,Female,Yes,2,1
125,60,Female,Yes,1,1
196,66,Female,Yes,2,1
125,65,Female,No,1,0
118,68,Female,Yes,3,1
127,67,Female,No,1,2
200,68,Female,Yes,1,1
170,72,Female,Yes,2,1
210,75,Male,Yes,1,1
140,63,Female,Yes,1,1
236,70,Male,Yes,2,3
135,68,Female,Yes,2,1
200,70,Male,Yes,1,0
153,63,Female,Yes,3,2
150,68,Female,Yes,1,1
300,72,Female,Yes,2,1
174,58,Female,Yes,2,1
180,65,Male,No,1,1
155,67,Female,Yes,2,1
135,58,Female,Yes,2,1
158,66,Male,Yes,4,2
161,64,Male,No,0,0
102,62,Female,Yes,2,1
129,63,Female,Yes,2,2
144,63,Female,No,3,3
180,67,Female,Yes,1,0
204,68,Male,Yes,2,1
155,66,Female,No,2,1
195,61,Male,Yes,1,1
165,65,Male,No,1,1
187,63,Female,Yes,1,1
112,64,Female,Yes,2,1
165,70,Male,Yes,3,0
240,65,Female,Yes,3,1
145,67,Male,Yes,5,1
125,64,Female,Yes,1,1
135,65,Female,Yes,1,1
130,62,Female,Yes,3,1
205,66,Male,Yes,1,2
160,72,Male,No,0,0
220,67,Female,Yes,0,3
170,71,Male,Yes,1,0
160,66,Female,Yes,2,2
140,74,Male,Yes,0,0
185,65,Female,Yes,5,1
155,68,Male,Yes,1,1
170,63,Female,No,2,1
175,69,Male,Yes,1,0
180,70,Male,Yes,1,1
148,62,Female,No,0,0
168,68,Female,Yes,0,0
180,69,Female,Yes,2,1
234,70,Male,Yes,1,3
140,61,Female,Yes,2,1
126,66,Female,Yes,7,1
144,63,Female,Yes,2,1
152,66,Male,Yes,1,1
148,68,Male,Yes,4,1
140,62,Female,Yes,5,2
210,70,Male,Yes,6,1
213,61,Female,Yes,3,2
135,65,Female,Yes,1,0
230,80,Male,Yes,2,1
152,68,Female,Yes,4,2
120,67,Female,Yes,1,1
163,65,Female,No,1,1
180,70,Male,Yes,5,2
156,66,Male,Yes,1,1
128,62,Female,Yes,1,1
140,63,Female,Yes,2,1
180,69,Male,Yes,2,2
140,66,Female,Yes,3,2
230,72,Male,Yes,4,2
170,68,Male,Yes,1,1
230,74,Male,Yes,1,1
216,76,Male,Yes,2,1
160,71,Male,Yes,0,0
236,72,Male,Yes,3,1
150,62,Female,Yes,3,1
152,71,Male,Yes,1,4
190,64,Female,No,1,1
133,64,Female,Yes,3,1
210,65,Female,Yes,0,0
110,62,Female,Yes,1,2
120,62,Female,Yes,2,1
202,65,Female,No,3,0
150,66,Male,Yes,3,0
175,67,Male,Yes,1,1
270,79,Male,Yes,1,1
129,67,Female,Yes,5,3
127,66,Female,Yes,3,1
235,76,Male,No,1,1
155,67,Female,Yes,2,2
167,64,Female,Yes,1,1
140,69,Female,Yes,1,1
188,74,Male,Yes,1,0
140,67,Male,Yes,0,1
230,61,Female,Yes,1,2
170,62,Female,Yes,1,0
160,69,Male,Yes,1,2
240,71,Male,Yes,1,0
165,68,Male,Yes,1,1
170,65,Female,Yes,2,2
250,69,Male,No,0,0
155,63,Male,No,1,1
160,73,Male,Yes,4,1
170,71,Male,Yes,0,0
180,64,Female,Yes,2,1
145,61,Female,Yes,1,1
220,75,Male,Yes,5,2
195,75,Male,Yes,4,1
225,61,Female,Yes,1,1
155,67,Male,Yes,1,1
130,61,Female,Yes,2,1
185,72,Male,Yes,1,1
211,71,Male,Yes,2,0
205,70,Male,No,0,0
163,69,Female,Yes,2,1
155,72,Male,Yes,1,1
175,70,Male,Yes,3,2
145,65,Female,No,1,1
205,66,Female,Yes,4,1
140,65,Female,Yes,2,1
163,73,Male,Yes,1,1
140,70,Male,No,2,0
145,67,Female,Yes,1,1
158,71,Male,Yes,1,2
130,62,Female,Yes,1,1
230,66,Female,Yes,3,1
170,73,Male,Yes,1,1
185,77,Male,Yes,1,1
124,65,Female,Yes,2,2
187,69,Male,Yes,1,0
220,69,Female,No,2,1
230,71,Male,No,0,0
260,73,Male,Yes,2,1
140,61,Female,No,1,1
170,64,Female,Yes,1,0
165,68,Male,No,0,0
175,68,Male,Yes,1,1
155,71,Male,Yes,1,1
145,63,Female,Yes,3,2
280,75,Male,No,1,0
150,67,Male,Yes,2,2
140,61,Female,Yes,2,3
225,69,Female,Yes,4,3
125,65,Female,Yes,2,1
123,64,Female,Yes,3,1
239,71,Male,Yes,2,1
140,62,Female,Yes,2,1
150,64,Female,Yes,2,1
186,66,Female,Yes,1,1
180,65,Female,No,1,1
135,62,Female,Yes,2,2
215,71,Male,Yes,1,1
200,77,Male,Yes,1,2
125,60,Female,Yes,1,2
220,72,Male,Yes,1,1
182,66,Female,Yes,2,1
162,67,Male,Yes,2,0
165,67,Female,Yes,3,1
114,64,Female,Yes,2,1
160,64,Female,Yes,1,1
250,72,Male,Yes,1,1
160,72,Male,Yes,3,2
104,61,Female,Yes,3,1
130,67,Male,Yes,1,1
140,66,Female,Yes,2,1
146,67,Male,No,0,0
150,68,Male,Yes,1,1
255,76,Male,Yes,2,1
205,75,Male,Yes,1,1
131,62,Female,Yes,2,0
109,61,Female,No,1,1
120,68,Male,Yes,1,1
163,70,Female,Yes,1,1
300,71,Male,Yes,1,1
141,62,Female,Yes,4,3
200,73,Male,Yes,1,3
205,72,Male,Yes,1,1
264,72,Male,Yes,1,2
180,65,Female,Yes,2,1
160,65,Male,Yes,1,0
130,64,Female,Yes,3,0
180,70,Male,Yes,0,0
220,72,Male,Yes,5,5
130,72,Male,No,0,0
180,65,Female,Yes,4,4
160,64,Female,Yes,1,1
206,72,Male,Yes,2,1
150,72,Male,Yes,3,2
350,75,Male,Yes,2,2
145,67,Male,Yes,2,5
150,69,Female,Yes,1,1
115,62,Female,Yes,2,2
140,62,Female,Yes,0,0
212,76,Male,Yes,2,1
170,67,Female,Yes,1,1
209,74,Male,Yes,1,2
220,72,Male,Yes,1,2
148,63,Female,Yes,1,1
160,69,Female,Yes,4,1
146,74,Male,Yes,1,0
160,70,Male,No,0,0
235,76,Male,Yes,1,1
120,61,Female,Yes,1,1
130,68,Male,No,0,0
145,66,Female,Yes,1,1
149,64,Female,Yes,1,0
145,72,Male,Yes,2,1
140,64,Female,Yes,1,1
150,65,Female,Yes,1,1
138,62,Female,No,1,1
138,66,Female,Yes,1,1
190,65,Male,Yes,2,1
135,74,Female,Yes,2,2
185,71,Female,Yes,1,3
117,64,Female,Yes,1,1
170,64,Female,Yes,0,0
153,68,Male,No,0,0
300,78,Male,Yes,2,2
165,70,Female,Yes,2,1
150,66,Male,No,0,0
165,68,Female,Yes,1,1
100,61,Female,Yes,1,1
245,76,Male,Yes,1,2
175,66,Female,Yes,1,2
175,61,Female,Yes,1,1
150,66,Male,Yes,1,0
225,70,Male,Yes,0,1
118,66,Male,Yes,0,0
199,71,Male,Yes,2,1
158,65,Female,Yes,3,1
180,71,Male,Yes,2,0
260,65,Female,Yes,3,1
170,71,Male,Yes,1,1
156,72,Male,Yes,2,1
165,64,Female,Yes,2,2
195,68,Female,Yes,1,1
210,72,Male,Yes,2,1
235,71,Male,Yes,1,1
182,65,Female,Yes,1,2
115,63,Female,Yes,1,0
215,69,Male,Yes,3,0
220,62,Female,No,1,1
130,62,Female,Yes,1,2
145,64,Female,Yes,1,1
180,66,Male,Yes,2,2
119,63,Female,Yes,3,1
145,65,Female,Yes,3,1
180,63,Female,No,0,0
107,62,Female,Yes,1,1
175,72,Male,Yes,2,1
100,66,Female,Yes,1,2
255,66,Male,Yes,1,1
170,67,Male,Yes,1,0
300,65,Female,Yes,6,2
227,66,Male,No,0,0
150,68,Male,Yes,2,1
185,68,Female,Yes,4,2
85,62,Female,Yes,1,1
180,70,Male,Yes,2,1
289,72,Male,No,2,2
170,70,Male,Yes,1,1
140,66,Male,No,0,0
107,60,Female,Yes,5,2
210,71,Male,No,2,1
110,68,Female,Yes,3,1
165,68,Female,Yes,2,2
108,62,Female,Yes,2,1
142,61,Female,Yes,2,0
135,60,Female,Yes,2,1
108,57,Female,Yes,1,0
112,63,Female,Yes,1,1
140,69,Male,Yes,4,1
144,73,Male,Yes,2,1
195,72,Male,Yes,1,2
230,65,Female,Yes,2,0
97,62,Female,Yes,2,1
175,66,Male,Yes,0,0
155,67,Male,No,3,1
140,67,Female,Yes,2,1
160,71,Male,Yes,3,1
200,70,Male,Yes,1,1
180,67,Female,Yes,2,1
250,74,Male,Yes,2,2
170,64,Female,Yes,2,1
165,66,Male,Yes,0,0
175,67,Female,Yes,1,1
180,74,Male,Yes,1,1
180,63,Female,Yes,2,0
160,64,Female,Yes,1,1
135,66,Male,Yes,1,0
172,68,Male,Yes,2,1
103,64,Female,Yes,2,1
160,66,Female,Yes,2,2
160,67,Male,Yes,4,1
148,68,Female,Yes,3,1
110,59,Female,Yes,2,2
190,69,Male,Yes,1,1
128,67,Male,No,0,0
234,69,Male,Yes,1,1
220,65,Female,Yes,1,1
170,64,Female,Yes,2,0
185,74,Male,No,1,1
160,64,Male,Yes,1,1
215,72,Male,Yes,3,3
155,69,Female,Yes,2,1
220,67,Male,Yes,2,2
190,72,Male,Yes,1,2
123,64,Female,Yes,5,3
211,69,Male,No,3,1
117,64,Female,Yes,1,1
160,66,Male,Yes,1,1
130,59,Female,Yes,4,2
154,65,Female,Yes,2,1
170,66,Female,Yes,2,2
150,63,Female,Yes,2,1
158,66,Male,Yes,2,2
145,65,Female,Yes,1,1
139,62,Female,Yes,1,1
181,64,Female,No,1,0
206,68,Male,Yes,4,2
150,66,Male,Yes,1,0
264,72,Male,Yes,1,1
160,69,Male,Yes,1,1
160,66,Female,No,2,2
200,77,Male,Yes,2,2
125,67,Male,Yes,0,0
205,74,Male,Yes,1,1
203,73,Male,Yes,2,1
125,64,Female,Yes,1,1
220,68,Male,Yes,3,1
152,65,Female,Yes,2,1
115,66,Female,Yes,1,1
190,69,Female,Yes,2,1
230,65,Female,Yes,2,1
135,62,Female,Yes,2,1
120,66,Female,Yes,0,0
145,64,Female,Yes,1,0
183,70,Male,Yes,0,0
175,63,Female,Yes,1,2
165,69,Male,Yes,1,1
122,69,Male,Yes,3,1
240,66,Female,Yes,1,1
240,75,Male,Yes,3,2
140,66,Female,Yes,2,1
350,74,Male,No,1,1
125,64,Female,Yes,1,2
180,63,Female,No,1,2
224,75,Male,Yes,1,1
180,63,Female,Yes,2,1
150,67,Male,Yes,0,1
256,63,Female,Yes,2,1
140,68,Male,Yes,0,0
215,77,Male,Yes,2,1
190,68,Male,Yes,1,1
170,61,Female,No,2,2
168,69,Female,Yes,2,1
115,59,Female,Yes,3,3
252,76,Male,Yes,1,1
138,56,Female,Yes,2,1
150,65,Male,Yes,2,1
210,73,Male,Yes,1,1
120,72,Male,No,1,1
143,63,Female,Yes,1,1
200,70,Male,Yes,1,0
185,74,Male,Yes,1,1
158,71,Male,No,0,0
175,69,Male,Yes,1,1
168,65,Female,Yes,1,1
225,73,Male,Yes,1,1
191,63,Female,Yes,2,0
146,64,Female,Yes,0,1
180,71,Male,No,2,1
180,66,Female,No,3,3
175,73,Male,Yes,4,1
145,67,Female,Yes,1,1
160,62,Female,Yes,2,1
112,61,Female,Yes,2,3
125,64,Female,Yes,1,1
198,73,Male,Yes,1,1
130,65,Female,Yes,4,1
275,65,Female,Yes,1,1
200,64,Female,Yes,1,1
162,64,Female,Yes,3,3
221,71,Male,Yes,1,1
195,72,Male,Yes,5,1
210,66,Male,No,2,0
295,75,Male,Yes,2,1
165,68,Female,Yes,1,1
170,72,Male,Yes,0,1
160,67,Male,Yes,1,1
145,66,Female,Yes,2,1
300,68,Female,Yes,1,1
210,72,Male,No,0,0
142,64,Female,No,3,1
125,65,Female,Yes,1,1
190,62,Female,Yes,3,2
170,69,Male,No,1,1
190,72,Male,Yes,2,2
118,63,Female,Yes,2,4
135,64,Female,Yes,1,1
286,76,Male,Yes,1,0
175,63,Female,Yes,2,1
190,62,Female,Yes,3,1
150,64,Male,Yes,2,3
138,66,Female,Yes,1,1
170,60,Female,No,1,1
274,71,Male,Yes,2,1
118,63,Female,Yes,2,1
174,62,Female,Yes,1,0
189,69,Male,Yes,2,1
260,71,Male,No,2,1
155,65,Female,Yes,1,1
